user_id,status_id,screen_name,account.type,class_type
979586167405363200,1217926788732448771,bot#11,bot,rnn
979586167405363200,1207900723960139776,bot#11,bot,rnn
25073877,1197504134645211137,human#13,human,human
18839785,1206492636170702848,human#11,human,human
721352073925627907,1225101970064601088,human#7,human,human
25073877,1228339437685395458,human#13,human,human
16298441,961155302816145409,human#4,human,human
1110407881030017024,1219454604141912065,bot#9,bot,others
1174980053668524033,1175413621834354688,bot#4,bot,gpt2
15088390,1033756552996384768,human#10,human,human
1174980053668524033,1191652624765988864,bot#4,bot,gpt2
15088390,1083817962811797504,human#10,human,human
1174980053668524033,1200725155997077504,bot#4,bot,gpt2
1110686081341632512,1183502706087845888,bot#23,bot,others
979586167405363200,1182533573305257984,bot#11,bot,rnn
3171109449,1156052138394566656,human#17,human,human
979586167405363200,1171692135717859330,bot#11,bot,rnn
16298441,1132435853735632897,human#4,human,human
15088390,1049310014618316800,human#10,human,human
901463089622781952,944598620015247360,bot#10,bot,others
25073877,1210179032031072256,human#13,human,human
1197716977982177280,1199066521970118662,bot#17,bot,gpt2
343587159,1235261878378459136,human#1,human,human
1174980053668524033,1175348399337590784,bot#4,bot,gpt2
721352073925627907,1230235571181608960,human#7,human,human
343587159,1199141275192242176,human#1,human,human
18839785,1173919561760071680,human#11,human,human
901463089622781952,948403697167474688,bot#10,bot,others
1217299118776676352,1228558082759954432,bot#3,bot,gpt2
721352073925627907,1216465329590693888,human#7,human,human
343587159,1191432026009808899,human#1,human,human
343587159,1228882417139634178,human#1,human,human
18839785,1221410024389369857,human#11,human,human
721352073925627907,1223362236359462912,human#7,human,human
3171109449,1108794626138427392,human#17,human,human
1174980053668524033,1175692710826692608,bot#4,bot,gpt2
1213988022728810496,1217310443301195776,bot#8,bot,gpt2
25073877,1207686380626857984,human#13,human,human
3171109449,1041421064218271744,human#17,human,human
705113652471439361,707947605599391744,bot#16,bot,rnn
1197716977982177280,1199122850478727169,bot#17,bot,gpt2
901463089622781952,1186628369175068672,bot#10,bot,others
979586167405363200,1164383981908848640,bot#11,bot,rnn
25073877,1228449937211392000,human#13,human,human
1110407881030017024,1182415542272983041,bot#9,bot,others
1217299118776676352,1226142171004383233,bot#3,bot,gpt2
25073877,1279159953039724544,human#13,human,human
1174980053668524033,1185146755882446848,bot#4,bot,gpt2
1148250906166726656,1173383243200159744,bot#2,bot,gpt2
18839785,1159659732384145410,human#11,human,human
16298441,1172409902507028481,human#4,human,human
1110407881030017024,1172902864693235712,bot#9,bot,others
16298441,1103726128026525697,human#4,human,human
901463089622781952,932881411203203072,bot#10,bot,others
25073877,1201506031228084227,human#13,human,human
3171109449,970821839470637056,human#17,human,human
979586167405363200,1211252813172363264,bot#11,bot,rnn
901463089622781952,951000809910689792,bot#10,bot,others
1033142532136415232,1184112952061943809,human#2,human,human
16298441,1273882078128439297,human#4,human,human
15088390,1098087165035085824,human#10,human,human
1174980053668524033,1183805417878675457,bot#4,bot,gpt2
1110686081341632512,1166440272978333702,bot#23,bot,others
44196397,1189362663010095104,human#5,human,human
1110407881030017024,1211119684340203522,bot#9,bot,others
901463089622781952,932549213098930176,bot#10,bot,others
1174980053668524033,1212558079289679872,bot#4,bot,gpt2
16298441,1020734800657829888,human#4,human,human
1174980053668524033,1217720831675117568,bot#4,bot,gpt2
16298441,1008450791991070721,human#4,human,human
1110686081341632512,1178368880609120257,bot#23,bot,others
979586167405363200,1139832206858153984,bot#11,bot,rnn
1110307772783124480,1188561027085959169,bot#1,bot,others
15088390,1215687734573973509,human#10,human,human
979586167405363200,1127631814560890883,bot#11,bot,rnn
15088390,1205706849107841025,human#10,human,human
3171109449,976468283410042880,human#17,human,human
1110686081341632512,1132979805727576064,bot#23,bot,others
18839785,1117309473129787392,human#11,human,human
15088390,1186292225170259970,human#10,human,human
1110407881030017024,1171574104169648128,bot#9,bot,others
721352073925627907,1216228831012380673,human#7,human,human
1174980053668524033,1215171991566716929,bot#4,bot,gpt2
1174980053668524033,1180977534034309122,bot#4,bot,gpt2
1110686081341632512,1226294674597371909,bot#23,bot,others
1174980053668524033,1182090366629007361,bot#4,bot,gpt2
15088390,1144081553233809409,human#10,human,human
979586167405363200,1214514302431875072,bot#11,bot,rnn
1489591520,1047925621861412864,human#3,human,human
262794965,941137655001112576,human#8,human,human
1174980053668524033,1214734814684876800,bot#4,bot,gpt2
979586167405363200,1211675597388185602,bot#11,bot,rnn
1110407881030017024,1222610389315121153,bot#9,bot,others
3171109449,1193279138339139584,human#17,human,human
262794965,968273549537329152,human#8,human,human
16298441,1169858382355824644,human#4,human,human
262794965,998404582152667136,human#8,human,human
15088390,1204776754209968130,human#10,human,human
15088390,1059259907734556673,human#10,human,human
15088390,1150781807496814592,human#10,human,human
15088390,1023450625663614976,human#10,human,human
18839785,1225787368055033857,human#11,human,human
15088390,1106776790075232256,human#10,human,human
1110686081341632512,1211497174799806464,bot#23,bot,others
1110407881030017024,1191792329327165441,bot#9,bot,others
15088390,1193264116497973248,human#10,human,human
1148250906166726656,1165252417048522752,bot#2,bot,gpt2
15088390,1192616257318612993,human#10,human,human
1197916267975335939,1211073371091488768,bot#12,bot,rnn
1110407881030017024,1226490970545328128,bot#9,bot,others
721352073925627907,1219321629144010754,human#7,human,human
1110307772783124480,1179214455663579141,bot#1,bot,others
1197916267975335939,1205288741054623744,bot#12,bot,rnn
979586167405363200,1147563147567353856,bot#11,bot,rnn
15100219,1217609521935396866,human#6,human,human
1222244833441603584,1222549114665209858,bot#19,bot,others
1218019760669020160,1224724568843210752,bot#13,bot,gpt2
1174980053668524033,1198614749891555328,bot#4,bot,gpt2
1197916267975335939,1197971320694177792,bot#12,bot,rnn
262794965,811790001247686656,human#8,human,human
343587159,1213978429046968321,human#1,human,human
1174980053668524033,1181513062618021889,bot#4,bot,gpt2
14260960,1258461227493228544,human#9,human,human
721352073925627907,1223862533309657089,human#7,human,human
1110407881030017024,1199538371090993153,bot#9,bot,others
1174980053668524033,1182214182307008512,bot#4,bot,gpt2
16298441,1031600499768717312,human#4,human,human
979586167405363200,1158344184601837570,bot#11,bot,rnn
721352073925627907,1207738959729590272,human#7,human,human
16298441,1249609242689978369,human#4,human,human
901463089622781952,942122305802551296,bot#10,bot,others
1197916267975335939,1210277963876446209,bot#12,bot,rnn
1174980053668524033,1186916668443971584,bot#4,bot,gpt2
1110407881030017024,1180256313776885761,bot#9,bot,others
18839785,1279951711788863488,human#11,human,human
3171109449,1118638341698850816,human#17,human,human
1174980053668524033,1213827612398751744,bot#4,bot,gpt2
3171109449,1107809069312688134,human#17,human,human
16298441,867572101326176258,human#4,human,human
14260960,1253399290208235520,human#9,human,human
25073877,1210416954068078592,human#13,human,human
901463089622781952,946893743721824256,bot#10,bot,others
979586167405363200,1157045629069086720,bot#11,bot,rnn
1174980053668524033,1194685106683699200,bot#4,bot,gpt2
3171109449,1218258076295405569,human#17,human,human
343587159,1207507998181978112,human#1,human,human
1222244833441603584,1222524344389324800,bot#19,bot,others
14260960,1244042688904736773,human#9,human,human
18839785,1139454883558334464,human#11,human,human
1110307772783124480,1222987885348962309,bot#1,bot,others
18839785,1127382183293833216,human#11,human,human
3171109449,968612456779124737,human#17,human,human
979586167405363200,1229523199550820352,bot#11,bot,rnn
1213988022728810496,1225524568980414464,bot#8,bot,gpt2
1218019760669020160,1218986486214864899,bot#13,bot,gpt2
901463089622781952,934572554701889536,bot#10,bot,others
1110686081341632512,1227110048477761536,bot#23,bot,others
18839785,1109824039323750402,human#11,human,human
15088390,1026184006281322496,human#10,human,human
25073877,1222547304491646976,human#13,human,human
1110307772783124480,1203449141138845696,bot#1,bot,others
15088390,1092807156578037762,human#10,human,human
18839785,1190824291467554817,human#11,human,human
1197916267975335939,1208919598759841798,bot#12,bot,rnn
1110686081341632512,1181177377105174528,bot#23,bot,others
3171109449,1020342591483793408,human#17,human,human
15088390,1006775821179195393,human#10,human,human
15088390,1062945381988745216,human#10,human,human
1110686081341632512,1208205484844441602,bot#23,bot,others
1110686081341632512,1167225454152929280,bot#23,bot,others
3171109449,1245811158352826378,human#17,human,human
979586167405363200,1120263263176941568,bot#11,bot,rnn
1174980053668524033,1205070790359703552,bot#4,bot,gpt2
15088390,1226564127989960705,human#10,human,human
1213988022728810496,1224135414623166464,bot#8,bot,gpt2
721352073925627907,1218347223831863296,human#7,human,human
1174980053668524033,1190333180546404352,bot#4,bot,gpt2
1110407881030017024,1224029755961298946,bot#9,bot,others
1197916267975335939,1203935019909230592,bot#12,bot,rnn
1110407881030017024,1171438204777484289,bot#9,bot,others
3171109449,1216913042321084416,human#17,human,human
262794965,806550091733540865,human#8,human,human
979586167405363200,1172628305087889409,bot#11,bot,rnn
1110686081341632512,1174503409908469760,bot#23,bot,others
18839785,1179389028937932800,human#11,human,human
1489591520,1229625843040714752,human#3,human,human
16298441,1018435407082553344,human#4,human,human
1174980053668524033,1206701214479589376,bot#4,bot,gpt2
3171109449,1038511882834006018,human#17,human,human
15088390,1225886388031123456,human#10,human,human
1174980053668524033,1214523110281662467,bot#4,bot,gpt2
1171026136723271685,1171419053841428482,bot#14,bot,gpt2
262794965,1046483639717031936,human#8,human,human
1110307772783124480,1223697560457469952,bot#1,bot,others
15088390,1194645472071143425,human#10,human,human
1110686081341632512,1173688036237836288,bot#23,bot,others
15088390,1111703408858132480,human#10,human,human
18839785,1242639420940881922,human#11,human,human
343587159,1179972082421190657,human#1,human,human
3171109449,1126486113508573184,human#17,human,human
1110686081341632512,1200927515751006209,bot#23,bot,others
14260960,1175434770219700224,human#9,human,human
1110407881030017024,1202331779790598145,bot#9,bot,others
343587159,1199708918718619648,human#1,human,human
262794965,587632425632538624,human#8,human,human
721352073925627907,1224834548585787392,human#7,human,human
979586167405363200,1201709932065636352,bot#11,bot,rnn
901463089622781952,941971308472025088,bot#10,bot,others
15088390,1169438431094558720,human#10,human,human
262794965,626036058522812416,human#8,human,human
1174980053668524033,1209614263830089728,bot#4,bot,gpt2
14260960,1198719280348573696,human#9,human,human
1213988022728810496,1216827259719430145,bot#8,bot,gpt2
16298441,970825279726931969,human#4,human,human
721352073925627907,1207552140958298112,human#7,human,human
1197916267975335939,1204921135600668672,bot#12,bot,rnn
1174980053668524033,1175080975539326976,bot#4,bot,gpt2
73100160,1222488266257117188,human#14,human,human
1112323801017008128,1133734788907425793,bot#22,bot,gpt2
262794965,1225491121889071104,human#8,human,human
979586167405363200,1144362053492019200,bot#11,bot,rnn
16298441,1058837875578400769,human#4,human,human
901463089622781952,944477822059298816,bot#10,bot,others
1110407881030017024,1181600167599865856,bot#9,bot,others
16298441,1091951924998361088,human#4,human,human
16298441,746260324572069888,human#4,human,human
1197916267975335939,1207478460450590720,bot#12,bot,rnn
1219654367403397120,1219656498537619456,bot#21,bot,gpt2
1033142532136415232,1154226951160311808,human#2,human,human
1197916267975335939,1205426225898033152,bot#12,bot,rnn
1110307772783124480,1208839654713114624,bot#1,bot,others
1174980053668524033,1182760532417212416,bot#4,bot,gpt2
1197716977982177280,1198783601413890049,bot#17,bot,gpt2
15088390,1089384918952534016,human#10,human,human
14260960,1242117737826172928,human#9,human,human
1197716977982177280,1198703015114489857,bot#17,bot,gpt2
901463089622781952,1184954513456648192,bot#10,bot,others
1110407881030017024,1209926816384729088,bot#9,bot,others
15100219,1216896371187429376,human#6,human,human
16298441,936668570062348288,human#4,human,human
73100160,1215295124286164992,human#14,human,human
901463089622781952,936897895789236224,bot#10,bot,others
1174980053668524033,1208672523094593536,bot#4,bot,gpt2
1110307772783124480,1201803295674626048,bot#1,bot,others
979586167405363200,1171148553571328000,bot#11,bot,rnn
1197916267975335939,1206688315749150725,bot#12,bot,rnn
25073877,1222284074066366464,human#13,human,human
1110407881030017024,1199236379873427459,bot#9,bot,others
18839785,1200306761741324289,human#11,human,human
1110407881030017024,1210259010252759040,bot#9,bot,others
73100160,1217878413018615810,human#14,human,human
1197716977982177280,1200648620082679809,bot#17,bot,gpt2
1174980053668524033,1202445995050754049,bot#4,bot,gpt2
343587159,1169437451494014978,human#1,human,human
15088390,1225880401714921473,human#10,human,human
16298441,1189078557659545602,human#4,human,human
3171109449,1126485541191598080,human#17,human,human
979586167405363200,1139167827405856768,bot#11,bot,rnn
343587159,1225304331504754688,human#1,human,human
343587159,1193999237316521984,human#1,human,human
3171109449,1026237857403482112,human#17,human,human
1174980053668524033,1228750694313799685,bot#4,bot,gpt2
18839785,1134141877698138112,human#11,human,human
1110407881030017024,1229873256905109504,bot#9,bot,others
1174980053668524033,1198493199003799552,bot#4,bot,gpt2
979586167405363200,1192861627411877889,bot#11,bot,rnn
979586167405363200,1206481371234877441,bot#11,bot,rnn
25073877,1218697697512820736,human#13,human,human
1110686081341632512,1215725028211228672,bot#23,bot,others
18839785,1107646113220169735,human#11,human,human
979586167405363200,1178728500129218560,bot#11,bot,rnn
1197916267975335939,1208697161896124416,bot#12,bot,rnn
1174980053668524033,1176051072084905984,bot#4,bot,gpt2
295218901,1218102755438428163,human#16,human,human
1110407881030017024,1181071686344425472,bot#9,bot,others
18839785,1110862796437114880,human#11,human,human
343587159,1199009044410834947,human#1,human,human
979586167405363200,1202948089507540992,bot#11,bot,rnn
721352073925627907,1229903172707053568,human#7,human,human
1110407881030017024,1180799893490679809,bot#9,bot,others
25073877,1210354030997901312,human#13,human,human
16298441,1223023140827058177,human#4,human,human
1197916267975335939,1206987725322293250,bot#12,bot,rnn
25073877,1228311415192215553,human#13,human,human
979586167405363200,1127903606215139329,bot#11,bot,rnn
705113652471439361,711943288580923392,bot#16,bot,rnn
1174980053668524033,1194931228199272449,bot#4,bot,gpt2
1148250906166726656,1224512899407929351,bot#2,bot,gpt2
1110307772783124480,1218488237338939392,bot#1,bot,others
1213988022728810496,1216585666345230336,bot#8,bot,gpt2
979586167405363200,1146385385301262336,bot#11,bot,rnn
16298441,1103771102763995143,human#4,human,human
1174980053668524033,1200345151991959552,bot#4,bot,gpt2
979586167405363200,1188996157378191361,bot#11,bot,rnn
25073877,1278830005422874624,human#13,human,human
25073877,1207289046482870272,human#13,human,human
14260960,1233131184521195531,human#9,human,human
16298441,1140384161993093120,human#4,human,human
721352073925627907,1223471767420731392,human#7,human,human
3171109449,1261749425904517123,human#17,human,human
15088390,1170371814440091649,human#10,human,human
15088390,1221109376489967616,human#10,human,human
1110307772783124480,1208764162395869185,bot#1,bot,others
979586167405363200,1193344811333349376,bot#11,bot,rnn
44196397,1226638479557300224,human#5,human,human
1110307772783124480,1183819797441572864,bot#1,bot,others
979586167405363200,1219768926478856194,bot#11,bot,rnn
25073877,1225764923948634113,human#13,human,human
1110307772783124480,1224226041511567360,bot#1,bot,others
979586167405363200,1181084020408340480,bot#11,bot,rnn
15088390,1009679210594557952,human#10,human,human
721352073925627907,1215032345780080640,human#7,human,human
1197916267975335939,1206030333696774144,bot#12,bot,rnn
721352073925627907,1223490228914020353,human#7,human,human
1174980053668524033,1218986636878413827,bot#4,bot,gpt2
295218901,1195894465891905536,human#16,human,human
1110686081341632512,1213429908275204096,bot#23,bot,others
1110407881030017024,1182189050364485632,bot#9,bot,others
25073877,1206955356280279040,human#13,human,human
16298441,867440016577798144,human#4,human,human
18839785,1141757729532461057,human#11,human,human
979586167405363200,1219950119354634240,bot#11,bot,rnn
1217299118776676352,1222639081806553089,bot#3,bot,gpt2
16298441,984446342729748480,human#4,human,human
1110407881030017024,1193287175984439296,bot#9,bot,others
25073877,1201820712245383170,human#13,human,human
15088390,1054900925108674560,human#10,human,human
343587159,1170897526838501376,human#1,human,human
1174980053668524033,1225008750509031424,bot#4,bot,gpt2
1110686081341632512,1165987294622318593,bot#23,bot,others
15088390,1224783379909840897,human#10,human,human
15088390,1094752152512163841,human#10,human,human
15088390,1077607261759913985,human#10,human,human
343587159,1175845140918951936,human#1,human,human
15088390,1198999982990229507,human#10,human,human
1110686081341632512,1176949528475226118,bot#23,bot,others
979586167405363200,1212762761421131783,bot#11,bot,rnn
15088390,1012718221667921920,human#10,human,human
16298441,1096391651965075456,human#4,human,human
1174980053668524033,1210320188211679232,bot#4,bot,gpt2
1110686081341632512,1131077264135806976,bot#23,bot,others
3171109449,1059592581947031553,human#17,human,human
979586167405363200,1157619409797562368,bot#11,bot,rnn
1110686081341632512,1210077823311810560,bot#23,bot,others
18839785,1176671806608093186,human#11,human,human
15088390,1046074385063452673,human#10,human,human
18839785,1170530913588920322,human#11,human,human
3171109449,1212886920663052288,human#17,human,human
1213988022728810496,1214048951046983680,bot#8,bot,gpt2
979586167405363200,1186217848860839937,bot#11,bot,rnn
1171026136723271685,1217234945137152002,bot#14,bot,gpt2
14260960,1256241344282050585,human#9,human,human
875690868891635712,875694615587958785,bot#20,bot,rnn
15088390,1169264434155421697,human#10,human,human
1110307772783124480,1203162241299648512,bot#1,bot,others
979586167405363200,1128749177431777280,bot#11,bot,rnn
979586167405363200,1172869896461406208,bot#11,bot,rnn
15088390,1045128822276775937,human#10,human,human
1110307772783124480,1218231545061707777,bot#1,bot,others
1110686081341632512,1155598841560748032,bot#23,bot,others
1033142532136415232,1142858079463247874,human#2,human,human
15088390,1215662768579153920,human#10,human,human
979586167405363200,1209048286482485249,bot#11,bot,rnn
262794965,963117501356756992,human#8,human,human
44196397,1171654095972814854,human#5,human,human
25073877,1253541647696179200,human#13,human,human
15088390,1118151013175660549,human#10,human,human
1217299118776676352,1219138575620395008,bot#3,bot,gpt2
3171109449,1021941543207424000,human#17,human,human
1110407881030017024,1175303680846753792,bot#9,bot,others
15088390,1067274235083612160,human#10,human,human
1213988022728810496,1214139550295117824,bot#8,bot,gpt2
1110686081341632512,1130775274214178816,bot#23,bot,others
979586167405363200,1156471848189583360,bot#11,bot,rnn
262794965,759861855896629248,human#8,human,human
1174980053668524033,1196097664229621761,bot#4,bot,gpt2
15088390,1060555983859007488,human#10,human,human
14260960,1239653521349398533,human#9,human,human
3171109449,1013238358800261121,human#17,human,human
15088390,1044975905804705792,human#10,human,human
56276182,1174402062785757184,human#12,human,human
979586167405363200,1156894635400151041,bot#11,bot,rnn
979586167405363200,1133550816596336640,bot#11,bot,rnn
1033142532136415232,1201173690416844800,human#2,human,human
1217299118776676352,1220585549788000261,bot#3,bot,gpt2
15088390,1023213846712872961,human#10,human,human
721352073925627907,1218204256584400897,human#7,human,human
25073877,1205483006405808128,human#13,human,human
979586167405363200,1166407313298575360,bot#11,bot,rnn
14260960,1253451980090994688,human#9,human,human
1033142532136415232,1196261650610962432,human#2,human,human
1197916267975335939,1209187990028849153,bot#12,bot,rnn
1174980053668524033,1188519479648473088,bot#4,bot,gpt2
1033142532136415232,1149856805188751362,human#2,human,human
721352073925627907,1207543756884340736,human#7,human,human
73100160,1213934458526720001,human#14,human,human
3171109449,1033139567199698945,human#17,human,human
25073877,1253464152233906178,human#13,human,human
1110407881030017024,1183804696969957376,bot#9,bot,others
1197916267975335939,1204890166952902657,bot#12,bot,rnn
1222244833441603584,1226363951413264384,bot#19,bot,others
1110407881030017024,1225781294291808256,bot#9,bot,others
25073877,1204418062214213632,human#13,human,human
262794965,1050658689340780545,human#8,human,human
1197716977982177280,1200583794102800386,bot#17,bot,gpt2
721352073925627907,1209199574578913280,human#7,human,human
18839785,1268415513354358785,human#11,human,human
1110686081341632512,1169973561437519872,bot#23,bot,others
18839785,1175986520429404160,human#11,human,human
1197916267975335939,1210204085565214720,bot#12,bot,rnn
16298441,1085664453796876288,human#4,human,human
25073877,1195389483664990208,human#13,human,human
1174980053668524033,1208914618329886720,bot#4,bot,gpt2
979586167405363200,1172447110190419968,bot#11,bot,rnn
343587159,1182027858572713984,human#1,human,human
25073877,1220105021930426368,human#13,human,human
343587159,1208888633723256832,human#1,human,human
1110686081341632512,1219409307143307264,bot#23,bot,others
901463089622781952,949521057081262080,bot#10,bot,others
1197916267975335939,1207159272267755520,bot#12,bot,rnn
15088390,1054520898131177473,human#10,human,human
15088390,1090996505958178817,human#10,human,human
15088390,1126001177869443072,human#10,human,human
3171109449,1193615105658896384,human#17,human,human
18839785,1122044841339174913,human#11,human,human
1110307772783124480,1176058657051529216,bot#1,bot,others
343587159,1240753998455586822,human#1,human,human
1197916267975335939,1202457979414433792,bot#12,bot,rnn
721352073925627907,1212525060734377986,human#7,human,human
1110686081341632512,1179456036379357184,bot#23,bot,others
721352073925627907,1226383410320404480,human#7,human,human
1197916267975335939,1203833556356730884,bot#12,bot,rnn
25073877,1252547765332324352,human#13,human,human
1110307772783124480,1228423707422408704,bot#1,bot,others
1033142532136415232,1169989051891572736,human#2,human,human
15088390,1064553844154150912,human#10,human,human
56276182,1220896364252368896,human#12,human,human
721352073925627907,1212466396484947968,human#7,human,human
25073877,1281250568342769665,human#13,human,human
3171109449,1024488917976985600,human#17,human,human
16298441,708638766873899008,human#4,human,human
1171026136723271685,1178970316808343552,bot#14,bot,gpt2
1110686081341632512,1207299515448848384,bot#23,bot,others
1110686081341632512,1177976294178320385,bot#23,bot,others
901463089622781952,1189205301301350401,bot#10,bot,others
1110686081341632512,1201531508168675329,bot#23,bot,others
1174980053668524033,1178468753098428416,bot#4,bot,gpt2
16298441,753330128227340288,human#4,human,human
25073877,1252542407285055489,human#13,human,human
1218019760669020160,1227864989870051329,bot#13,bot,gpt2
1110686081341632512,1194827328821456897,bot#23,bot,others
16298441,783513312734670848,human#4,human,human
1197716977982177280,1200585859604635649,bot#17,bot,gpt2
1197916267975335939,1212395663490719745,bot#12,bot,rnn
3171109449,1048334960615202816,human#17,human,human
16298441,843885268805599232,human#4,human,human
979586167405363200,1163387415588773889,bot#11,bot,rnn
1174980053668524033,1201206326434525184,bot#4,bot,gpt2
721352073925627907,1226391101596024832,human#7,human,human
18839785,1242080827183214592,human#11,human,human
15088390,1055833190907109377,human#10,human,human
1197716977982177280,1200585252554629121,bot#17,bot,gpt2
18839785,1220697211731877890,human#11,human,human
979586167405363200,1224932953094082560,bot#11,bot,rnn
15088390,1045161612326264834,human#10,human,human
3171109449,1164251224377610240,human#17,human,human
15088390,1006753438426750976,human#10,human,human
1110686081341632512,1151461582393634817,bot#23,bot,others
16298441,729733793754583040,human#4,human,human
1213988022728810496,1215196514806648832,bot#8,bot,gpt2
16298441,859662529953484800,human#4,human,human
3171109449,1163271748994908160,human#17,human,human
901463089622781952,951514192044961792,bot#10,bot,others
1110686081341632512,1127000403013279745,bot#23,bot,others
1213988022728810496,1221236312377872384,bot#8,bot,gpt2
1197916267975335939,1205343102535393281,bot#12,bot,rnn
1110686081341632512,1162001032269799424,bot#23,bot,others
25073877,1281236412667432961,human#13,human,human
979586167405363200,1168309849647505409,bot#11,bot,rnn
901463089622781952,933394794524446720,bot#10,bot,others
x15088390,x1273133448459362306,human#10,human,human
14260960,1254170968072892416,human#9,human,human
15088390,1139185846232371200,human#10,human,human
901463089622781952,1128946471716282368,bot#10,bot,others
721352073925627907,1220380334342062080,human#7,human,human
1174980053668524033,1211711700526936064,bot#4,bot,gpt2
3171109449,999000968770531328,human#17,human,human
18839785,1131590663990996993,human#11,human,human
25073877,1229204331112603649,human#13,human,human
343587159,1199162084619104257,human#1,human,human
1174980053668524033,1194502654271066113,bot#4,bot,gpt2
1110307772783124480,1211029087474466816,bot#1,bot,others
1110686081341632512,1146025764145340418,bot#23,bot,others
15088390,1126006820311404545,human#10,human,human
721352073925627907,1217470934363148288,human#7,human,human
16298441,743251528169951233,human#4,human,human
901463089622781952,930707096340967424,bot#10,bot,others
901463089622781952,934119567441272832,bot#10,bot,others
18839785,1165216485683486723,human#11,human,human
1174980053668524033,1185024450053279744,bot#4,bot,gpt2
15088390,1017051244936884224,human#10,human,human
16298441,1279464761550188544,human#4,human,human
1222244833441603584,1226326179940098048,bot#19,bot,others
15088390,1154406070992793601,human#10,human,human
16298441,1187622588731650048,human#4,human,human
3171109449,1002699051597484032,human#17,human,human
262794965,1032539072256831488,human#8,human,human
18839785,1120710807778500608,human#11,human,human
901463089622781952,1138568077774184448,bot#10,bot,others
15088390,1060206607496241152,human#10,human,human
1033142532136415232,1201871863422619648,human#2,human,human
901463089622781952,1036675680283516928,bot#10,bot,others
25073877,1281017490370371593,human#13,human,human
1171026136723271685,1224603497393508353,bot#14,bot,gpt2
1489591520,1123428406811512832,human#3,human,human
25073877,1227040292060180481,human#13,human,human
1197916267975335939,1212599699615756288,bot#12,bot,rnn
979586167405363200,1129655148211347456,bot#11,bot,rnn
14260960,1244731645305016320,human#9,human,human
1197716977982177280,1200689338750849024,bot#17,bot,gpt2
979586167405363200,1133852807918948352,bot#11,bot,rnn
15088390,1044964288819912704,human#10,human,human
18839785,1266406676543860737,human#11,human,human
18839785,1240998186665177090,human#11,human,human
979586167405363200,1174983826268803072,bot#11,bot,rnn
875690868891635712,875741312028483584,bot#20,bot,rnn
16298441,1125463213607391239,human#4,human,human
1174980053668524033,1190725515713351683,bot#4,bot,gpt2
979586167405363200,1124370324332507136,bot#11,bot,rnn
56276182,1182319151060152320,human#12,human,human
1110307772783124480,1212086053495984128,bot#1,bot,others
16298441,1170082389546024960,human#4,human,human
1033142532136415232,1171125016995479552,human#2,human,human
979586167405363200,1148227525132210176,bot#11,bot,rnn
18839785,1248665722626007040,human#11,human,human
1171026136723271685,1222308377449107456,bot#14,bot,gpt2
15088390,1017778043669045248,human#10,human,human
721352073925627907,1221619848523862016,human#7,human,human
25073877,1226847711703584768,human#13,human,human
1148250906166726656,1166101260510158849,bot#2,bot,gpt2
18839785,1221451597428883456,human#11,human,human
721352073925627907,1257960919990259712,human#7,human,human
15088390,1006911579009372165,human#10,human,human
188124096,68470394704769024,human#15,human,human
1174980053668524033,1203418197527080962,bot#4,bot,gpt2
16298441,914549381940092928,human#4,human,human
16298441,993851496788873216,human#4,human,human
1110407881030017024,1171045614097813504,bot#9,bot,others
343587159,1192126516580114432,human#1,human,human
18839785,1233661484200275968,human#11,human,human
979586167405363200,1201528736836775936,bot#11,bot,rnn
1110407881030017024,1224044856168697858,bot#9,bot,others
1197916267975335939,1206964832945262592,bot#12,bot,rnn
901463089622781952,947165539234865152,bot#10,bot,others
1110407881030017024,1212433336049684480,bot#9,bot,others
1033142532136415232,1138650544275435520,human#2,human,human
16298441,1001484500159860736,human#4,human,human
1213988022728810496,1214350940922433536,bot#8,bot,gpt2
3171109449,1213613934579769346,human#17,human,human
1174980053668524033,1195233721345019909,bot#4,bot,gpt2
1110407881030017024,1201848588667473921,bot#9,bot,others
16298441,872567737457016838,human#4,human,human
979586167405363200,1150492448566546432,bot#11,bot,rnn
1110407881030017024,1199326978362396672,bot#9,bot,others
3171109449,1128722566108069888,human#17,human,human
262794965,889346404648312833,human#8,human,human
262794965,928710073655820288,human#8,human,human
15088390,1046945924084248576,human#10,human,human
343587159,1226268801064263680,human#1,human,human
1218019760669020160,1227925394545872896,bot#13,bot,gpt2
979586167405363200,1212792959315263488,bot#11,bot,rnn
721352073925627907,1228854722775240704,human#7,human,human
16298441,1090610088346189824,human#4,human,human
3171109449,1134111106824376322,human#17,human,human
15088390,1092822677323055105,human#10,human,human
343587159,1196273073898631169,human#1,human,human
15088390,1223066992946499585,human#10,human,human
14260960,1250957841931931651,human#9,human,human
979586167405363200,1123675748370407425,bot#11,bot,rnn
262794965,731337306217406465,human#8,human,human
1197916267975335939,1210879755974848514,bot#12,bot,rnn
343587159,1143356106850238464,human#1,human,human
3171109449,1167085571329724416,human#17,human,human
16298441,1243290500867620864,human#4,human,human
979586167405363200,1211585000597884928,bot#11,bot,rnn
1148250906166726656,1172313947833339904,bot#2,bot,gpt2
1110686081341632512,1210017424528924673,bot#23,bot,others
16298441,1010454336151879680,human#4,human,human
979586167405363200,1137355889843695617,bot#11,bot,rnn
1174980053668524033,1214946433960497159,bot#4,bot,gpt2
343587159,1199425939429580801,human#1,human,human
979586167405363200,1196485505279393792,bot#11,bot,rnn
