"profile id","#friends","#following","#community","age","#postshared","#urlshared","#photos/videos","fpurls","fpphotos/videos","avgcomment/post","likes/post","tags/post","#tags/post","Label"
"280","1456","1236","26","1500","1210","44","1206","0.036363636363636","0.99669421487603","0.789","0.456","34","2","0"
"281","1502","1485","27","1550","1450","45","1440","0.031034482758621","0.99310344827586","0.854","0.654","35","3","0"
"282","1490","1470","28","1550","1440","46","1430","0.031944444444444","0.99305555555556","0.478","0.369","36","4","0"
"283","1230","1235","29","1356","1260","47","1250","0.037301587301587","0.99206349206349","0.236","0.235","37","5","0"
"284","789","770","30","800","760","48","740","0.063157894736842","0.97368421052632","0.125","0.215","39","2","0"
"285","852","800","31","900","780","50","750","0.064102564102564","0.96153846153846","0.147","0.214","40","1","0"
"286","765","740","32","850","802","20","799","0.024937655860349","0.99625935162095","0.236","0.456","41","3","0"
"287","856","810","33","900","789","31","779","0.039290240811153","0.9873257287706","0.245","0.246","12","4","0"
"288","1235","1200","34","1200","1250","21","1520","0.0168","1.216","0.236","0.256","13","5","0"
"289","1456","1430","35","1230","1330","32","1310","0.02406015037594","0.98496240601504","0.745","0.258","14","1","0"
"290","1110","1080","36","1602","1250","33","1240","0.0264","0.992","0.741","0.2564","12","18","0"
"291","1230","1202","37","1203","1205","34","1198","0.028215767634855","0.99419087136929","0.564","0.245","13","19","0"
"292","1150","1050","38","1245","1044","35","1035","0.033524904214559","0.99137931034483","0.326","0.125","14","20","0"
"293","1520","1025","40","1256","1025","36","1023","0.035121951219512","0.9980487804878","0.236","0.147","15","18","0"
"294","1562","1452","41","1365","1402","35","1325","0.024964336661912","0.94507845934379","0.145","0.321","16","16","0"
"295","1560","1450","17","1396","1440","36","1460","0.025","1.0138888888889","0.123","0.456","17","17","0"
"296","1230","1201","18","1102","1099","37","1088","0.033666969972702","0.98999090081893","0.236","0.456","18","15","0"
"297","1256","1235","19","1189","1026","38","1058","0.037037037037037","1.0311890838207","0.254","0.456","19","16","0"
"298","1325","1299","20","1250","1102","39","1025","0.035390199637024","0.93012704174229","0.145","0.125","20","17","0"
"299","1440","1320","25","1300","1290","40","1109","0.031007751937984","0.85968992248062","0.236","0.123","25","14","0"
"300","1465","1420","26","1298","1289","25","1200","0.019394879751746","0.93095422808379","0.125","0.456","26","15","0"
"301","1582","1652","52","1489","1450","58","1440","0.04","0.99310344827586","0.455","0.789","30","16","0"
"302","1600","1670","56","1450","1430","38","1398","0.026573426573427","0.97762237762238","0.258","0.369","31","17","0"
"303","1854","1985","58","1489","1450","45","1420","0.031034482758621","0.97931034482759","0.235","0.456","33","18","0"
"304","1320","1450","54","1492","1436","46","1410","0.032033426183844","0.98189415041783","0.456","0.258","35","19","0"
"305","1850","1950","56","1480","1450","46","1420","0.031724137931034","0.97931034482759","0.145","0.458","36","20","0"
"306","1456","1506","54","1365","1340","36","1330","0.026865671641791","0.99253731343284","0.487","0.985","37","11","0"
"307","1564","1600","55","1450","1400","37","1398","0.026428571428571","0.99857142857143","0.963","0.458","38","12","0"
"308","1465","1490","56","1390","1350","38","1330","0.028148148148148","0.98518518518519","0.852","0.547","39","14","0"
"309","1470","1500","57","1450","1400","39","1390","0.027857142857143","0.99285714285714","0.365","0.458","40","15","0"
"310","1500","1600","25","1485","1441","40","1420","0.027758501040944","0.9854267869535","0.254","0.256","41","16","0"
"311","1587","1590","26","1456","1435","41","1422","0.028571428571429","0.99094076655052","0.251","0.253","42","17","0"
"312","1545","1550","28","1350","1330","42","1320","0.031578947368421","0.99248120300752","0.412","0.214","43","18","0"
"313","1620","1752","29","1400","1399","43","1380","0.030736240171551","0.98641887062187","0.278","0.365","44","19","0"
"314","1750","1850","30","1500","1498","45","1501","0.030040053404539","1.002002670227","0.265","0.256","45","20","0"
"315","1980","1990","31","1450","1420","46","1410","0.032394366197183","0.99295774647887","0.241","0.789","46","19","0"
"316","1250","1350","32","1480","1450","47","1430","0.032413793103448","0.98620689655172","0.458","0.654","47","20","0"
"317","1789","1897","33","1350","1330","48","1420","0.03609022556391","1.0676691729323","0.457","0.124","48","15","0"
"318","1850","1840","34","1480","1450","49","1410","0.033793103448276","0.97241379310345","0.458","0.123","49","16","0"
"319","1750","1824","35","1450","1425","50","1380","0.035087719298246","0.96842105263158","0.546","0.542","45","14","0"
"320","1652","1550","36","1430","1420","37","1410","0.026056338028169","0.99295774647887","0.789","0.987","46","12","0"
"321","1580","1650","37","1480","1450","38","1440","0.026206896551724","0.99310344827586","0.456","0.564","47","13","0"
"322","1850","1950","38","1450","1400","39","1390","0.027857142857143","0.99285714285714","0.145","0.156","48","14","0"
"323","1950","1900","39","1400","1398","45","1365","0.032188841201717","0.97639484978541","0.456","0.654","49","15","0"
"324","1220","1350","45","1250","1450","46","1421","0.031724137931034","0.98","0.214","0.236","50","16","0"
"325","1780","1850","46","1564","1520","47","1498","0.030921052631579","0.98552631578947","0.654","0.546","41","17","0"
"326","1850","1800","47","1489","1472","48","1460","0.032608695652174","0.99184782608696","0.546","0.465","42","18","0"
"327","1950","1900","48","1460","1450","49","1440","0.033793103448276","0.99310344827586","0.541","0.457","43","19","0"
"328","1482","1582","45","1350","1330","35","1320","0.026315789473684","0.99248120300752","0.326","0.214","45","20","0"
"329","1520","1565","46","1430","1420","36","1410","0.025352112676056","0.99295774647887","0.256","0.325","46","14","0"
"330","1650","1750","47","1450","1420","37","1410","0.026056338028169","0.99295774647887","0.325","0.215","47","10","0"
"331","1850","1950","48","1425","1410","38","1390","0.026950354609929","0.98581560283688","0.789","0.987","48","11","0"
"332","1452","1542","49","1365","1340","39","1330","0.02910447761194","0.99253731343284","0.875","0.575","49","12","0"
"333","1564","1654","38","1450","1400","54","1390","0.038571428571429","0.99285714285714","0.254","0.546","25","13","0"
"334","1254","1350","39","1460","1400","56","1380","0.04","0.98571428571429","0.245","0.254","26","14","0"
"335","1354","1556","40","1396","1350","57","1340","0.042222222222222","0.99259259259259","0.654","0.546","27","15","0"
"336","1698","1769","41","1450","1436","40","1420","0.027855153203343","0.98885793871866","0.548","0.854","28","16","0"
"337","1769","1850","42","1365","1350","41","1340","0.03037037037037","0.99259259259259","0.365","0.325","30","18","0"
"338","1850","1958","43","1378","1352","42","1345","0.031065088757396","0.9948224852071","0.256","0.652","31","19","0"
"339","1654","1765","44","1458","1440","43","1435","0.029861111111111","0.99652777777778","0.698","0.985","32","20","0"
"340","1582","1685","45","1460","1408","45","1398","0.031960227272727","0.99289772727273","0.214","0.415","33","11","0"
"341","1235","1350","46","1425","1410","46","1369","0.032624113475177","0.9709219858156","0.265","0.698","34","12","0"
"342","1365","1470","47","1436","1420","47","1398","0.033098591549296","0.98450704225352","0.654","0.256","21","3","0"
"343","1450","1550","48","1469","1450","48","1440","0.033103448275862","0.99310344827586","0.456","0.258","22","14","0"
"344","1526","1630","66","785","452","26","430","0.057522123893805","0.95132743362832","0.23","0.8","25","12","0"
"345","1000","1234","54","456","200","35","195","0.175","0.975","0.54","0.7","24","12","0"
"346","1050","1080","55","489","203","35","165","0.17241379310345","0.8128078817734","0.52","0.9","35","13","0"
"347","1565","1589","65","568","460","26","420","0.056521739130435","0.91304347826087","0.53","0.8","36","15","0"
"348","1235","1564","25","859","456","36","423","0.078947368421053","0.92763157894737","0.42","0.9","24","14","0"
"349","1236","1325","36","678","356","34","350","0.095505617977528","0.98314606741573","0.35","0.96","24","9","0"
"350","1232","1652","45","598","256","26","243","0.1015625","0.94921875","0.52","0.89","45","8","0"
"351","1451","1654","56","657","356","35","321","0.098314606741573","0.90168539325843","0.42","0.89","46","16","0"
"352","1654","1789","65","859","456","34","426","0.074561403508772","0.93421052631579","0.53","0.74","41","15","0"
"353","1245","1654","32","654","321","36","310","0.11214953271028","0.96573208722741","0.51","0.85","35","14","0"
"354","1124","1235","52","587","356","45","324","0.12640449438202","0.91011235955056","0.42","0.96","38","12","0"
"355","1965","1654","63","526","321","25","311","0.077881619937695","0.96884735202492","0.55","0.75","39","13","0"
"356","1547","1987","41","1354","750","35","659","0.046666666666667","0.87866666666667","0.51","0.86","34","12","0"
"357","1895","1999","52","1456","700","26","680","0.037142857142857","0.97142857142857","0.42","0.95","37","8","0"
"358","1365","1456","63","542","256","33","235","0.12890625","0.91796875","0.41","0.74","28","9","0"
"359","1269","1356","56","1453","652","36","620","0.05521472392638","0.95092024539877","0.43","1.02","26","7","0"
"360","1248","1564","54","987","456","35","432","0.076754385964912","0.94736842105263","0.52","1.32","37","15","0"
"361","1569","1695","54","568","253","32","241","0.12648221343874","0.95256916996047","0.63","1.25","28","12","0"
"362","1854","1965","63","596","256","31","236","0.12109375","0.921875","0.42","1.65","54","13","0"
"363","1654","1987","56","587","289","45","269","0.15570934256055","0.93079584775087","0.53","1.45","53","14","0"
"364","1235","1356","45","458","246","42","231","0.17073170731707","0.9390243902439","0.62","1.98","53","13","0"
"365","1654","1856","69","769","350","35","342","0.1","0.97714285714286","0.54","1.36","56","12","0"
"366","1223","1355","25","958","850","32","750","0.037647058823529","0.88235294117647","0.52","1.05","58","11","0"
"367","1451","1555","36","698","564","31","520","0.054964539007092","0.92198581560284","0.65","1.32","32","10","0"
"368","1754","1654","31","879","423","33","398","0.078014184397163","0.94089834515366","0.63","1.65","21","10","0"
"369","1695","1672","25","568","350","45","326","0.12857142857143","0.93142857142857","0.54","1.24","22","12","0"
"370","1253","1286","65","569","321","42","311","0.13084112149533","0.96884735202492","0.61","1.35","16","15","0"
"371","1896","1995","45","845","423","44","421","0.10401891252955","0.99527186761229","0.54","1.26","24","14","0"
"372","1456","1566","15","687","325","41","312","0.12615384615385","0.96","0.43","1.02","25","28","0"
"373","1985","1999","16","869","423","46","410","0.10874704491726","0.96926713947991","0.32","1.03","33","9","0"
"374","1554","1666","24","589","234","47","210","0.2008547008547","0.8974358974359","0.54","1.56","44","7","0"
"375","1665","1689","53","987","456","42","321","0.092105263157895","0.70394736842105","0.56","1.45","42","5","0"
"376","1478","1563","65","689","254","43","210","0.16929133858268","0.82677165354331","0.54","1.98","41","12","0"
"377","1998","1999","34","1058","500","45","459","0.09","0.918","0.42","1.75","56","9","0"
"378","1887","1987","38","1069","524","38","501","0.072519083969466","0.95610687022901","0.34","1.65","32","11","0"
"379","1888","1965","39","1289","621","34","623","0.05475040257649","1.0032206119163","0.42","1.23","60","13","0"
"380","1997","1998","34","1356","1000","49","900","0.049","0.9","0.42","1.02","72","12","0"
"381","1632","1765","54","1254","625","48","562","0.0768","0.8992","0.52","1.06","45","14","1"
"382","1322","1456","65","1325","623","45","614","0.07223113964687","0.98555377207063","0.53","1.25","65","12","0"
"383","1622","1744","18","1364","623","46","600","0.073836276083467","0.96308186195827","0.51","1.56","24","12","0"
"384","1489","1564","78","985","425","42","859","0.098823529411765","2.0211764705882","0.43","1.53","27","13","0"
"385","1654","1546","49","968","450","43","963","0.095555555555556","2.14","0.62","1.45","54","11","0"
"386","1596","1645","50","974","453","35","965","0.077262693156733","2.1302428256071","0.52","1.69","54","10","0"
"387","1365","1456","45","1045","521","36","501","0.069097888675624","0.9616122840691","0.42","1.02","35","14","0"
"388","1895","1965","45","1065","532","38","523","0.071428571428571","0.98308270676692","0.52","1.24","65","9","0"
"389","1489","1545","68","1235","563","39","523","0.069271758436945","0.92895204262877","0.53","1.65","24","8","0"
"390","1459","1658","59","1345","623","34","620","0.054574638844302","0.99518459069021","0.51","1.45","35","12","0"
"391","1896","1965","57","1265","523","37","511","0.07074569789675","0.97705544933078","0.456","1.25","26","10","0"
"392","1654","1987","24","1333","623","45","599","0.07223113964687","0.96147672552167","0.524","1.23","57","12","0"
"393","1225","1356","65","1345","452","49","444","0.10840707964602","0.98230088495575","0.634","1.03","48","11","0"
"394","1965","1984","14","1023","654","46","632","0.070336391437309","0.96636085626911","0.512","1.65","46","13","0"
"395","1658","1689","43","1002","354","47","326","0.13276836158192","0.92090395480226","0.534","1.23","57","14","0"
"396","1655","1688","52","1032","652","36","623","0.05521472392638","0.95552147239264","0.534","1.45","68","14","0"
"397","1965","1968","62","1065","625","39","600","0.0624","0.96","0.514","1.65","25","12","0"
"398","1356","1456","85","1003","456","38","423","0.083333333333333","0.92763157894737","0.531","1.26","69","10","0"
"399","1998","1999","64","1269","563","38","542","0.067495559502664","0.96269982238011","0.621","1.23","54","11","0"
"400","1452","1564","54","1365","546","39","526","0.071428571428571","0.96336996336996","0.423","1.56","35","9","0"
"401","1654","1489","25","1456","500","54","480","0.108","0.96","0","1.86","24","7","0"
"402","1325","1564","36","1324","456","36","423","0.078947368421053","0.92763157894737","0.52","1.1","26","15","0"
"403","1665","1664","31","1236","623","45","600","0.07223113964687","0.96308186195827","0.53","1.5","40","12","0"
"404","1165","1965","25","1254","562","47","523","0.083629893238434","0.93060498220641","0.42","1.2","10","13","0"
"405","1694","987","65","1125","564","42","541","0.074468085106383","0.95921985815603","0.35","1.3","15","14","0"
"406","1325","1265","45","1224","589","43","596","0.073005093378608","1.0118845500849","0.52","1.2","54","13","0"
"407","1986","1654","15","1663","564","45","521","0.079787234042553","0.92375886524823","0.42","1.2","55","12","0"
"408","1345","1965","16","1552","546","38","521","0.06959706959707","0.95421245421245","0.53","0.96","15","11","0"
"409","1965","1655","24","1203","622","34","610","0.054662379421222","0.98070739549839","0.51","0.89","23","10","0"
"410","1547","1456","53","1032","523","49","510","0.093690248565966","0.97514340344168","0.42","0.89","58","10","0"
"411","1432","1235","65","1056","450","48","421","0.10666666666667","0.93555555555556","0.55","0.74","23","12","0"
"412","1965","1896","34","1012","564","45","542","0.079787234042553","0.96099290780142","0.51","0.85","13","15","0"
"413","1235","1241","38","1011","562","46","521","0.081850533807829","0.9270462633452","0.42","0.96","16","14","0"
"414","966","1021","55","1102","456","42","412","0.092105263157895","0.90350877192982","0.41","0.75","35","11","0"
"415","985","1203","48","1032","498","43","450","0.086345381526104","0.90361445783133","0.43","0.86","13","12","0"
"416","1569","1423","65","1002","456","35","421","0.076754385964912","0.92324561403509","0.52","0.95","32","13","0"
"417","856","785","25","1230","658","36","564","0.054711246200608","0.85714285714286","0.63","0.74","15","16","0"
"418","1456","1356","36","1012","754","38","658","0.050397877984085","0.87267904509284","0.42","1.02","18","15","0"
"419","1689","1985","45","1045","654","39","623","0.059633027522936","0.9525993883792","0.53","1.32","19","16","0"
"420","1357","1456","56","1025","623","34","601","0.054574638844302","0.96468699839486","0.62","1.25","25","18","0"
"421","1774","1894","65","1014","632","37","635","0.058544303797468","1.004746835443","0.54","1.65","23","19","0"
"422","1655","1956","32","1000","653","45","621","0.068912710566616","0.9509954058193","0.478","1.45","29","18","0"
"423","956","1001","52","985","568","54","521","0.095070422535211","0.91725352112676","0.236","1.98","26","19","0"
"424","965","1021","63","968","594","56","563","0.094276094276094","0.94781144781145","0.125","1.36","42","20","0"
"425","856","956","41","952","748","57","654","0.07620320855615","0.87433155080214","0.147","1.05","45","15","0"
"426","745","854","52","974","759","40","772","0.05270092226614","1.0171277997365","0.236","1.32","41","16","0"
"427","1165","1123","63","963","748","41","732","0.054812834224599","0.97860962566845","0.245","1.65","42","14","0"
"428","1669","1456","56","952","765","42","741","0.054901960784314","0.96862745098039","0.236","1.24","43","16","0"
"429","1564","1654","54","985","749","43","723","0.057409879839786","0.9652870493992","0.745","1.35","45","17","0"
"430","1694","1785","65","964","725","45","714","0.062068965517241","0.9848275862069","0.741","1.26","46","18","0"
"431","1598","1256","55","974","746","46","721","0.061662198391421","0.96648793565684","0.564","1.02","47","18","0"
"432","1499","1564","57","942","712","47","701","0.066011235955056","0.98455056179775","0.326","1.03","48","12","0"
"433","1325","1456","59","1022","759","48","752","0.063241106719368","0.99077733860343","0.236","1.56","49","4","0"
"434","1664","1564","87","1033","625","26","632","0.0416","1.0112","0.145","1.45","42","10","0"
"435","1694","1565","56","1044","546","35","521","0.064102564102564","0.95421245421245","0.123","1.98","45","19","0"
"436","1994","1896","58","1002","530","35","512","0.066037735849057","0.96603773584906","0.236","1.75","46","17","0"
"437","1695","1689","59","1003","524","26","501","0.049618320610687","0.95610687022901","0.254","1.65","43","5","0"
"438","1321","1456","57","1020","522","36","511","0.068965517241379","0.97892720306513","0.145","1.23","48","6","0"
"439","1231","1564","24","1302","533","34","510","0.063789868667917","0.95684803001876","0.236","1.02","42","8","0"
"440","956","895","65","1456","511","26","501","0.050880626223092","0.98043052837573","0.125","1.06","49","14","0"
"441","865","789","14","984","564","35","523","0.062056737588652","0.92730496453901","0.455","1.25","48","11","0"
"442","789","740","43","855","598","34","587","0.05685618729097","0.98160535117057","0.564","1.56","46","9","0"
"443","1023","965","52","1235","765","45","741","0.058823529411765","0.96862745098039","0.326","1.53","45","12","0"
"444","1045","985","62","987","420","25","410","0.05952380952381","0.97619047619048","0.236","1.45","42","7","0"
"445","1002","997","85","964","465","45","451","0.096774193548387","0.96989247311828","0.145","1.69","46","18","0"
"446","1402","1520","64","963","435","46","421","0.10574712643678","0.96781609195402","0.123","1.02","42","17","0"
"447","1032","1324","54","1221","495","35","425","0.070707070707071","0.85858585858586","0.236","1.24","41","13","0"
"448","1506","1654","69","1012","512","65","510","0.126953125","0.99609375","0.254","1.65","41","16","0"
"449","1056","1245","58","1032","466","59","421","0.12660944206009","0.90343347639485","0.546","1.54","46","18","0"
"450","897","1023","45","985","654","54","524","0.08256880733945","0.80122324159021","0.856","1.21","48","19","0"
"451","951","927","57","1132","512","42","502","0.08203125","0.98046875","0.567","1.34","47","17","0"
"452","1236","1056","65","1225","624","49","614","0.078525641025641","0.98397435897436","0.447","1.32","46","18","0"
"453","1145","1032","53","989","562","46","532","0.081850533807829","0.94661921708185","0.333","1.26","39","17","0"
"454","1098","999","52","1011","567","46","546","0.081128747795414","0.96296296296296","0.462","1.31","38","14","0"
"455","1120","1020","62","1022","561","48","532","0.085561497326203","0.94830659536542","0.444","1.36","37","15","0"
"456","1263","1210","67","1113","624","56","569","0.08974358974359","0.91185897435897","0.512","1.22","42","17","0"
"457","1296","1103","61","1033","612","52","594","0.084967320261438","0.97058823529412","0.495","1.57","46","15","0"
"458","1032","925","67","1098","601","49","586","0.08153078202995","0.97504159733777","0.523","1.49","39","16","0"
"459","1325","1265","62","1156","625","50","617","0.08","0.9872","0.511","1.39","41","14","0"
"460","1483","1362","68","1265","612","54","591","0.088235294117647","0.9656862745098","0.459","1.36","40","16","0"
"461","1267","1132","60","1132","502","51","490","0.10159362549801","0.97609561752988","0.265","1.22","46","13","0"
"462","1102","1032","53","1069","546","54","531","0.098901098901099","0.97252747252747","0.412","1.21","39","16","0"
"463","1162","1109","57","1062","548","55","521","0.10036496350365","0.9507299270073","0.489","1.29","41","12","0"
"464","1159","1103","68","1156","625","61","611","0.0976","0.9776","0.478","1.26","42","17","1"
"465","1148","1129","62","1189","612","59","598","0.09640522875817","0.97712418300654","0.512","1.23","46","13","0"
"466","1326","1265","61","1023","604","57","578","0.094370860927152","0.95695364238411","0.456","1.12","43","16","0"
"467","1489","1325","69","956","562","53","546","0.094306049822064","0.97153024911032","0.492","1.26","40","13","1"
"468","1245","1189","56","946","549","51","512","0.092896174863388","0.93260473588342","0.397","1.38","39","17","0"
"469","1362","1168","59","980","602","61","546","0.10132890365449","0.90697674418605","0.392","1.43","45","15","0"
"470","1169","983","53","1325","621","60","609","0.096618357487923","0.98067632850242","0.368","1.41","46","14","0"
"471","1095","985","53","989","546","56","522","0.1025641025641","0.95604395604396","0.532","1.39","49","13","0"
"472","1078","943","51","1166","576","58","549","0.10069444444444","0.953125","0.486","1.47","43","17","0"
"473","1165","1023","57","1032","549","53","531","0.096539162112933","0.9672131147541","0.496","1.32","41","15","0"
"474","1298","1163","61","1062","553","53","541","0.095840867992767","0.97830018083183","0.485","1.19","39","18","0"
"475","1497","1230","64","1069","556","55","536","0.098920863309353","0.96402877697842","0.523","1.42","38","16","0"
"476","1388","1263","64","1154","572","57","549","0.09965034965035","0.95979020979021","0.514","1.36","39","18","0"
"477","1394","1153","58","1259","624","62","601","0.099358974358974","0.96314102564103","0.511","1.35","41","16","1"
"478","1257","1198","59","1562","681","68","627","0.09985315712188","0.92070484581498","0.498","1.22","39","17","1"
"479","1159","1030","51","1263","562","53","548","0.094306049822064","0.97508896797153","0.485","1.24","37","13","1"
"480","1490","1392","67","1659","652","67","612","0.10276073619632","0.93865030674847","0.426","1.65","38","14","0"
"481","1023","981","54","1689","642","66","602","0.10280373831776","0.93769470404984","0.452","1.26","36","15","0"
"482","1483","1265","59","1562","562","56","546","0.099644128113879","0.97153024911032","0.462","1.19","41","14","0"
"483","1462","1132","58","1435","543","55","512","0.10128913443831","0.94290976058932","0.512","0.998","40","16","0"
"484","1325","1277","67","1421","621","61","602","0.098228663446055","0.96940418679549","0.487","0.863","36","13","0"
"485","1233","1119","61","1132","501","51","498","0.10179640718563","0.9940119760479","0.463","1.64","39","17","0"
"486","1212","1189","60","1026","562","55","536","0.097864768683274","0.95373665480427","0.453","1.62","39","14","0"
"487","1453","1367","66","1624","620","62","589","0.1","0.95","0.483","1.52","42","15","0"
"488","1322","1277","64","1555","562","56","536","0.099644128113879","0.95373665480427","0.479","1.39","43","13","0"
"489","1263","1199","59","1325","578","57","542","0.098615916955017","0.93771626297578","0.398","1.32","39","12","0"
"490","1298","1207","61","1624","594","58","579","0.097643097643098","0.97474747474747","0.387","1.26","41","15","0"
"491","1486","1365","63","1487","599","59","581","0.098497495826377","0.96994991652755","0.512","1.45","45","17","0"
"492","1499","1322","66","1114","517","51","489","0.098646034816248","0.9458413926499","0.517","1.32","43","16","0"
"493","1369","1267","61","1452","562","54","526","0.096085409252669","0.93594306049822","0.503","1.28","46","15","0"
"494","1398","1244","62","1624","623","61","583","0.097913322632424","0.93579454253612","0.426","0.97","39","13","0"
"495","1444","1344","64","1462","596","59","548","0.098993288590604","0.91946308724832","0.447","0.83","35","17","0"
"496","1326","1241","60","1120","543","154","524","0.28360957642726","0.96500920810313","0.364","1.11","36","14","1"
"497","1251","1207","59","1432","598","58","569","0.096989966555184","0.95150501672241","0.46","0.94","39","16","1"
"498","1473","1399","65","1106","524","54","509","0.1030534351145","0.97137404580153","0.571","0.91","38","15","1"
"499","1407","1231","59","1153","503","250","487","0.49701789264414","0.96819085487078","0.523","0.96","40","16","0"
"500","1430","1400","66","1543","624","61","583","0.09775641025641","0.93429487179487","0.543","1.2","42","14","0"
"501","54","62","759","952","2295","265","2095","0.11546840958606","0.91285403050109","0.562","0.2297","43","28","1"
"502","56","1","562","785","2220","132","2213","0.059459459459459","0.99684684684685","0.563","0.4265","34","24","0"
"503","54","3","598","748","1122","1005","1122","0.89572192513369","1","0.564","0.4796","35","26","1"
"504","34","73","563","796","2001","1765","1988","0.88205897051474","0.99350324837581","0.569","0.4831","47","21","1"
"505","23","49","684","1263","1846","1623","1832","0.87919826652221","0.99241603466956","0.568","0.4821","45","24","1"
"506","47","5","692","2540","3742","2956","3654","0.78995189738108","0.97648316408338","0.625","0.4712","34","29","1"
"507","22","53","635","2202","3303","2694","3299","0.81562216167121","0.99878897971541","0.635","0.5","37","27","1"
"508","33","2","789","2002","3001","2463","2997","0.82072642452516","0.99866711096301","0.624","0.5","49","26","0"
"509","44","1","982","2001","3456","1984","3441","0.57407407407407","0.99565972222222","0.699","0.22","47","20","1"
"510","56","83","629","2001","3216","2034","3102","0.63246268656716","0.96455223880597","0.684","0.489","39","30","1"
"511","57","85","784","798","2102","1874","2100","0.89153187440533","0.99904852521408","0.614","0.458","38","29","1"
"512","9","85","792","849","2203","1654","2199","0.75079437131185","0.99818429414435","0.958","0.362","30","30","0"
"513","10","94","777","895","2310","1987","2286","0.86017316017316","0.98961038961039","0.987","0.2789","50","21","0"
"514","12","4","999","1563","2445","1866","2441","0.76319018404908","0.99836400817996","0.948","0.289","40","22","1"
"515","11","129","888","1489","2326","1684","2321","0.72398968185727","0.99785038693035","0.954","0.261","46","24","1"
"516","13","35","992","1230","2001","1452","1990","0.7256371814093","0.99450274862569","0.962","0.423","43","30","1"
"517","43","36","603","1260","2223","1552","2220","0.69815564552407","0.99865047233468","0.952","0.487","45","22","1"
"518","31","85","651","1790","2745","1996","2740","0.72714025500911","0.99817850637523","0.684","0.462","46","23","1"
"519","99","9","532","1840","2864","1864","2862","0.65083798882682","0.99930167597765","0.567","0.425","43","28","1"
"520","78","8","521","984","2210","1684","2200","0.76199095022624","0.99547511312217","0.648","0.4657","34","27","1"
"521","76","7","546","956","2100","1423","2095","0.67761904761905","0.99761904761905","0.789","0.4871","33","29","0"
"522","65","72","584","975","2113","1489","2100","0.70468528159016","0.99384761003313","0.789","0.1187","44","26","1"
"523","85","72","596","985","2361","1876","2351","0.79457856840322","0.99576450656501","0.854","0.118","34","21","1"
"524","84","74","578","1562","2996","1994","2990","0.66555407209613","0.99799732977303","0.958","0.1987","35","22","1"
"525","83","85","521","1489","2456","1659","2450","0.67548859934853","0.99755700325733","0.911","0.1843","36","25","1"
"526","32","49","564","2190","3004","1846","3001","0.61451398135819","0.99900133155792","0.811","0.1462","37","22","1"
"527","31","5","574","2015","2995","1974","2110","0.65909849749583","0.70450751252087","0.611","0.14","38","26","1"
"528","30","98","532","2036","3002","1882","3001","0.62691538974017","0.99966688874084","0.711","0.19","39","22","1"
"529","40","99","598","2098","3016","1964","3002","0.65119363395225","0.99535809018568","0.659","0.17","30","28","1"
"530","50","75","584","2156","3123","1995","3100","0.6388088376561","0.99263528658341","0.852","0.16","40","27","1"
"531","60","75","782","2451","3645","2216","3640","0.6079561042524","0.99862825788752","0.854","0.221","50","26","1"
"532","65","64","795","2500","3556","2256","3410","0.63442069741282","0.95894263217098","0.856","0.357","49","30","1"
"533","75","84","784","2487","3512","2200","3510","0.62642369020501","0.999430523918","0.953","0.687","50","26","1"
"534","9","93","842","2315","3621","2310","3620","0.63794531897266","0.99972383319525","0.981","0.268","48","21","1"
"535","10","4","846","1987","3337","2102","3330","0.62990710218759","0.99790230746179","0.853","0.245","47","24","1"
"536","12","43","892","863","1956","1450","1950","0.74130879345603","0.99693251533742","0.88","0.377","46","29","1"
"537","13","65","841","1487","2659","1846","2650","0.69424595712674","0.99661526889808","0.99","0.388","44","28","1"
"538","41","74","862","1985","2885","1946","2880","0.67452339688042","0.99826689774697","0.77","0.399","43","24","1"
"539","51","3","871","1879","2756","1997","2750","0.72460087082729","0.9978229317852","0.66","0.145","42","26","1"
"540","99","85","832","1569","2556","1625","2550","0.63575899843505","0.99765258215962","0.55","0.177","41","25","1"
"541","88","89","954","1486","2463","1554","2460","0.63093788063337","0.99878197320341","0.96","0.188","32","31","1"
"542","63","42","975","1256","2316","1469","2312","0.63428324697755","0.99827288428325","0.663","0.199","32","30","1"
"543","72","32","762","999","2113","1321","2099","0.62517747278751","0.99337434926645","665","0.463","33","22","1"
"544","39","27","743","985","2345","1466","2339","0.62515991471215","0.99744136460554","1","0.472","44","29","1"
"545","38","28","782","845","1645","1320","1639","0.80243161094225","0.99635258358663","1","0.425","34","27","1"
"546","45","29","741","763","1664","1360","1655","0.81730769230769","0.99459134615385","1","0.456","44","21","1"
"547","48","33","965","1298","1987","1456","1982","0.73276295923503","0.99748364368395","1","0.491","46","22","1"
"548","45","44","987","2000","3038","2030","3030","0.66820276497696","0.99736668861093","1.02","0.492","45","29","1"
"549","43","55","1156","2489","3346","2410","3345","0.72026300059773","0.9997011356844","1.03","0.49","46","25","1"
"550","23","67","1489","2132","3126","2130","3120","0.68138195777351","0.99808061420345","0.92","0.48","47","22","1"
"551","22","56","1263","2569","3896","2543","3891","0.65272073921971","0.99871663244353","0.93","0.47","48","24","1"
"552","46","45","1789","2481","3785","2463","3764","0.65072655217966","0.99445178335535","0.91","0.263","40","25","1"
"553","57","32","1236","2579","3654","2421","3610","0.66256157635468","0.98795840175151","0.89","0.41","30","26","1"
